id,topic,stance,substance,source,line
909,gayRights,Con,c-gay_problems,G184,"If a man can marry another man, then when we get used to that what will come next? A human marrying an animal? Then what? A human marrying computers, buildings, and rocks?"
910,gayRights,Con,c-religion,G184,"My most true motive for this view is what the Bible has to say about it, but I try not to debate based on Holy Books"
911,gayRights,Con,c-abnormal,G185,"Marriage is, by definition, a union between a man and a woman."
912,gayRights,Pro,p-right_denied,J34,The system is set up with majority rules and minority rights with the latter not being an afterthought.
913,gayRights,Con,c-threat_to_child,H52,Children in many cases keep marriages together and having both parents makes it easier on th echildren.
914,gayRights,Pro,p-no_threat_for_child,H53," homosexual parents are equally as capable as heterosexual parents, therefore, if a gay couple were to adopt the child would turn out better then if they had no parents."
915,gayRights,Con,c-threat_to_child,E1,The child will become a homosexual.
916,gayRights,Con,c-abnormal,F36,You probably cant help who you love but you certainly can help who you marry.
917,gayRights,Pro,p-normal,F37,"It is the most normal thing to want to marry the one you love, and I don't think anyone should stop ANYONE!!"
918,gayRights,Pro,p-religion,G117,"And if you leave religion out of the picture, as you should, the answer is inescapable: Yes, it's ok."
919,gayRights,Pro,p-right_denied,C62,Why do we impede on people's rights with laws that violate our own constitution?
920,gayRights,Pro,p-Other,C62,Antidisestablishmentarianism is the way that government should be run!
921,gayRights,Pro,p-born,B23,Homosexuality does not breed any disease or moral corruption
922,gayRights,Pro,p-right_denied,A9,"They have every right to get married as anyone else. If they love one another, why should we have any say in whether they can get married or not?"
923,gayRights,Con,c-gay_problems,B22,Homosexuality breeds disease and moral corruption.
924,gayRights,Pro,p-right_denied,A8,But I also believe anyone should be able to marry if they want to. What does it matter who it is?
925,gayRights,Pro,p-right_denied,G231," preventing same sex marriage is just like racisme,slavery,despotisme...do not ask for your own rights if you cant ask for the right of an other human."
926,gayRights,Pro,p-normal,G231,the gay people will marry gay people and the straight would marry straight people as simple as that
927,gayRights,Pro,p-born,G230,Your not raised to be gay! It's more of a mental thing
928,gayRights,Pro,p-no_threat_for_child,E11," It actually provides an increase in the demand for adoptions, which lowers the number of abortions performed."
929,gayRights,Pro,p-right_denied,G77,Civil rights don't have anything to do with segregation?
930,gayRights,Pro,p-no_threat_for_child,E10,"My friend was raised by two gay guys, and he's the straighest man I know! It's not something that ""rubs off on you"", for gods sake people. Infact, he had the coolest parents I know!"
931,gayRights,Pro,p-right_denied,E10,"Every single person in this world deserves the same equal rights as the next, no exceptions"
932,gayRights,Pro,p-Other,I13," If you'd like to discuss the Bible, what about the verse that says God hates clothes made of blended fabric?"
933,gayRights,Pro,p-right_denied,D19,"If your personal belief system tells you that it is wrong then fine, don't have same-sex partners. That doesn't mean you need to go around inflicting your dogma onto the general population."
934,gayRights,Pro,p-born,D19,There is no logical reason why homosexuality is wrong.
935,gayRights,Pro,p-right_denied,D18,"People who are religious are trying to inflict their beliefs that gays are automatically sinners just because they happen to like their same sex onto everyone else, including children. We fought a deadly civil war in order to make it so our children won't grow up to be prejudiced against people who don't look the same as us. Should we really discriminate against people who are the same as us but just like their same gender romantically?"
936,gayRights,Con,c-abnormal,G202,God made man for woman and woman for man thats all I got to say.
937,gayRights,Pro,p-Other,G203," Religion is a joke for uneducated people who couldn't explain the sky, the sun, or why we don't fall off the other side of the world"
938,gayRights,Pro,p-right_denied,G44,If that's all you can do with your life is tell someone they don't have the right to love then it is you that will judged by god himself and if you don't believe in god
939,gayRights,Pro,p-born,G44,"I would riot honestly if any GOOD human being knows what its like to absolutely love someone, then you also know what its like to imagine them being torn away from your arms and how much it hurts."
940,gayRights,Pro,p-religion,G44,Because I do know that in the bible it DOES state as a commandment even
941,gayRights,Pro,p-right_denied,G45,and in all reality is it any of our business what two adults do with there love life?
942,gayRights,Con,c-gay_problems,K9,Allowing Gays to marry is in my opinion the moral tipping point where all things deviant (which you love) would gain legitimacy. This is a knowledge driven venture only without understanding its ultimate impact on our society.
943,gayRights,Pro,p-right_denied,F3,"I believe no matter sex, skincolor and what sex you're into, shouldn't keep you from living just like anybody else"
944,gayRights,Con,c-Other,B59,"Again, a ban on discrimination based on sexual preference is not a part of the Constitution, but has been extended, to some degree, based on the 14th Amendment by the courts."
945,gayRights,Con,c-Other,F2,They can be in love without getting married.
946,gayRights,Con,c-abnormal,F2,". If you mean marriage, then who are you to say they should be able to do things."
947,gayRights,Con,c-Other,B58,"Show me in the constitution where marriage is a right (or more appropriately, where we have the right to marry whomever we want) and I will concede your argument."
948,gayRights,Pro,p-religion,F97,"The Churches are the only people who AREN'T involved in the marriage process. Marriage is a legal thing as well as a cultural one, and this repression actually and fiscally hurts people."
949,gayRights,Pro,p-no_threat_for_child,J95,"In my life I've seen children and teens be much better adjusted because they've had to go through not only the normal chaos of childhood with other children calling names and being mean but they've also had to go through what I might call an orientation that very few kids have...and that is that prejudice, hatred and a lack of understanding for the human condition so thoroughly exists in this world. I've seen them build both strength and character through their upbringing."
